Relatório Unificado;;;;;;;;;;;;;;;;
Registro;Tipo;Parcela;Empresa;Emissão;Vencimento;Liquidação;Valor Bruto;Centro de Custos;Valor Líquido;Conta;Observações;Competência;Plano de Contas;Cliente / Fornecedor;Status;Adquirente / Bandeira
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;09/02/2025;29/01/2025;1995;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1995;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos - NFE 2953 - PIX;01/2025;102-1 - Vendas de Produtos;DENTAL PARTNER COMERCIO DE PRODUTOS E EQUIPAMENTOS ODONTOLOGICOS LTDA.;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;10/02/2025;17/03/2025;1096,9;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1096,9;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos - NFE 2954 - PIX;01/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE ITAIM VILA NOVA CONCEICAO - CNPJ: 06.047.087/0002-10;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;10/02/2025;10/03/2025;1755,04;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1755,04;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos - NFE 2955 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ONCO STAR SP - CNPJ: 28.290.788/0001-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;10/02/2025;17/03/2025;5484,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;5484,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos - NFE 2956 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ONCO STAR SP - CNPJ: 28.290.788/0001-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;10/02/2025;17/03/2025;1316,28;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1316,28;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos - NFE 2957 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;10/02/2025;17/03/2025;658,14;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;658,14;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos - NFE 2958 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL SAO LUIZ - SAO CAETANO DO SUL SP - CNPJ: 06.047.087/0027-78;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;09/01/2025;10/02/2025;27/01/2025;2656,8;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2656,8;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos - NFE 2959 - PIX;01/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE BOTAFOGO - CNPJ: 06.047.087/0011-00;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;30/01/2025;10/02/2025;07/02/2025;846;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;846;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3023 - PIX;01/2025;102-1 - Vendas de Produtos;PAPAIZ ASSOCIADOS - CNPJ: 62.020.367/0010-15;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;11/02/2025;11/02/2025;11/02/2025;0,05;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,05;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;02/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;12/02/2025;12/02/2025;12/02/2025;0,07;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,07;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT MAIS - Débito Automático;02/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/02/2025;13/02/2025;13/02/2025;0,07;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,07;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;02/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;13/02/2025;13/02/2025;13/02/2025;5759,66;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;5759,66;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Aporte Lauro  - PIX;02/2025;Outras Entradas - Conta Corrente dos Sócios;LAURO SZMUSZ;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;11/01/2025;15/02/2025;10/02/2025;524,52;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;524,52;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2960 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - CAMPO GRANDE - CNPJ: 06.047.087/0033-16;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;15/01/2025;15/02/2025;17/03/2025;895,44;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;895,44;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2963 - PIX;01/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE MORUMBI;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;07/02/2025;17/02/2025;14/02/2025;5065,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;5065,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3031 - PIX;02/2025;102-1 - Vendas de Produtos;PROMOEVENTOS MARKETING PROMOCIONAL LTDA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;27/01/2025;17/02/2025;12/02/2025;517,85;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;517,85;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3018 - PIX;01/2025;102-1 - Vendas de Produtos;BOUTIQUE DENTAL - CNPJ: 14.576.103/0001-09;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;18/02/2025;18/02/2025;18/02/2025;0,01;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;0,01;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;REND PAGO APLIC AUT APR - Débito Automático;02/2025;303-2 - Rendimento de Aplic Financeira;ITAU UNIBANCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;190,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;190,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3013 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL YUTAKA TAKEDA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;05/03/2025;171,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;171,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3012 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL 05 DE OUTUBRO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;1543,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1543,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3011 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA OLINDA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;05/03/2025;1086,63;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1086,63;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3010 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL DA CRIANCA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;171,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;171,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3009 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL CENTRAL DO TATUAPE - QUARTA PARADA - CNPJ: 06.047.087/0150-80;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;10/03/2025;2350,25;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2350,25;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3007 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL VIVALLE SP - CNPJ: 06.047.087/0030-73;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;343;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;343;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3006 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL SAO LUCAS;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;3430;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;3430;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3005 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA - SAO LUIS MA - CNPJ: 02.284.062/0011-70;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;05/03/2025;2572,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2572,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3004 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL RIBEIRAO PIRES - CNPJ: 06.047.087/0097-80;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;31/03/2025;558,41;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;558,41;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3003 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA / ALIANCA - SANTA CRUZ - CNPJ: 02.284.062/0017-65;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;05/03/2025;6002,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;6002,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3002 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - ASSUNCAO SP - CNPJ: 06.047.087/0008-05;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;171,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;171,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 3001 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL IFOR;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;1200,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1200,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2999 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL DOR DUQUE DE CAXIAS RJ - CNPJ: 06.047.087/0013-72;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;176,99;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;176,99;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2998 - PIX;01/2025;102-1 - Vendas de Produtos;NITEROI D'OR;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;10/02/2025;857,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;857,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2997 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL SAO LUIZ - SAO CAETANO DO SUL SP - CNPJ: 06.047.087/0027-78;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;1034,48;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1034,48;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2996 - PIX;01/2025;102-1 - Vendas de Produtos;SAO LUIZ OSASCO;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;348,48;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;348,48;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2995 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL SAO MARCOS;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;1219,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1219,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2994 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL MEMORIAL SAO JOSE - RECIFE PE - CNPJ: 06.047.087/0092-76;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;523,81;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;523,81;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2993 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;862,99;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;862,99;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2992 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - BARTIRA - CNPJ: 06.047.087/0079-07;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;10/02/2025;4849,73;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;4849,73;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2991 - PIX;01/2025;102-1 - Vendas de Produtos;REDE D'OR SAO LUIZ - SANTO ANDRE - CNPJ: 06.047.087/0007-24;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;533,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;533,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2990 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL DE CLINICAS RIO MAR BARRA DA TIJUCA - CNPJ: 32.154.700/0001-27;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;4287,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;4287,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2989 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - CAMPO GRANDE - CNPJ: 06.047.087/0033-16;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;31/03/2025;1029;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1029;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2988 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL MEDISE RJ - CNPJ: 29.259.736/0004-03;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;519,99;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;519,99;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2986 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL BANGU - CNPJ: 06.047.087/0032-35;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;2063,48;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;2063,48;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2985 - PIX;01/2025;102-1 - Vendas de Produtos;GLORIA DOR - HOSPITAL DA GAVEA - CNPJ: 31.635.857/0004-54;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;10/02/2025;1715;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1715;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2984 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL NORTE D 'OR DE CASCADURA S.A;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;762,84;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;762,84;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2983 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA - BARRA DA TIJUCA - CNPJ: 02.284.062/0005-21;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;362,21;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;362,21;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2982 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL ESPERANCA - BARRA DA TIJUCA - CNPJ: 02.284.062/0005-21;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;343;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;343;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2981 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL COPA DOR - COPACABANA - CNPJ: 06.047.087/0009-96;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;190,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;190,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2980 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SAO CRISTOVAO RJ - CNPJ: 06.047.087/0010-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;3283,19;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;3283,19;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2979 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SAO CRISTOVAO RJ - CNPJ: 06.047.087/0010-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;724,42;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;724,42;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2978 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - SANTA LUZIA - BRASILIA DF - CNPJ: 06.047.087/0041-26;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;891,5;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;891,5;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2977 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL SANTA HELENA BRASILIA ASA NORTE - CNPJ: 06.047.087/0045-50;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;05/03/2025;533,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;533,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2976 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL DO CORACAO DO BRASIL;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;1620,35;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1620,35;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2975 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL  DA GAVEA - ASA SUL - 31.635.857/0006-16;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;31/03/2025;1255,37;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1255,37;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2973 - PIX;01/2025;102-1 - Vendas de Produtos;HOSPITAL SAO LUIZ - TATUAPE SP - CNPJ: 06.047.087/0001-39;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;10/03/2025;190,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;190,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2972 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - VILA OLIMPIA SP - CNPJ: 06.047.087/0119-20;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;362,21;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;362,21;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2971 - PIX;01/2025;102-1 - Vendas de Produtos;REDE DOR SAO LUIZ - ALTO DA MOOCA - CNPJ: 06.047.087/0077-37;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;1421,39;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;1421,39;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2970 - PIX;01/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE MORUMBI;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;190,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;190,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2966 - PIX;01/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE ITAIM VILA NOVA CONCEICAO - CNPJ: 06.047.087/0002-10;Liquidado (Conciliado);
Título;A Receber;1/1;A.E.S. COMERCIAL E SERVICOS IMPORTACAO E EXPORTACAO LTDA.;17/01/2025;20/02/2025;17/03/2025;190,71;A.e.s. Comercial e Servicos Importacao e Exportacao Ltda.;190,71;A.E.S. - ITAU - CONTA CORRENTE - 11703-9;Venda de produtos NFE 2969 - PIX;01/2025;102-1 - Vendas de Produtos;SAO LUIZ - UNIDADE ITAIM VILA NOVA CONCEICAO - CNPJ: 06.047.087/0002-10;Liquidado (Conciliado);
